,sent,preds
2269,BuahPi Ciin,0
2270,"Polis 'Is Not Even Gay' & His Wedding Was 'All a Sham,' Baselessly Claims GOP Gov. Candidate",1
2271,Police officer caught calling bisexual man a 'f*g' escapes being fired,1
2272,All true  .-) And I totally disagree with the bail-out.,0
2273,"Canadian values  (taught for the citizenship test that many current citizens could not pass):
1.",0
2274,"Here's Why ""We Don't Talk About Bruno"" Won't Be Nominated For an Oscar in 2022",0
2275,"Kid Rock: 'If homophobic slur offends you, good chance you are one'",1
2276,"Dwyane Wade on supporting Zaya, 12, coming out as trans: 'We're about protecting her joy'",0
2277,"Lesbian state Senate candidate wants to create solutions, not problems",0
2278,"Tony is a great guy and class act who spent countless hours supporting NAS Whidbey commands, personnel, families and visiting groups.",0
2279,Must be something about fascists that makes them immune.,0
2280,"Way to go, kids.",0
2281,"of course if Canada sought a tribunal decision they would rule in the US' favour

so all JT can do is retaliate and react

not really leadership is it?",0
2282,Trans purity test has lost touch with reality,0
2283,You didn't know that Oregon is a wine producing state !,0
2284,"All About Eileen Gu, the Chinese-American Olympic Freestyle Skier",0
2285,Have you ever traveled by Amtrak?,0
2286,How Compton Became a Citadel of Black Power,0
2287,What Is Pansexuality—And How Do You Actually Know If You're Pansexual?,1
2288,Leave Mummy Wa Out of This: Isbae U Defends Girlfriend After He Was Accused of Demanding Sex for Roles,0
2289,If Le Pen loses this weekend I wonder how many journalists will claim it was because of misogyny?,0
2290,"A standout film at SF IndieFest, 'The Sleeping Negro,' shows struggles of an Everyman",0
2291,Sir Antony Sher obituary,0
2292,"Sunak plans pool, gym and tennis court at his mansion while cutting benefits",0
2293,"I bet Charles Krauthammer and George Will are officially now  ""persona non grate"" in this new Republican Party.",0
2294,Netflix drops trailer for Queer Eye spin-off with all-new Fab Five,0
2295,MLB appoints first black and Latino-born umpire crew chiefs,0
2296,Chelsea Mitchell wins second title in two weeks at CIAC Open,0
2297,'I was told I have a victim complex': Students on what it's like being disabled and queer,0
2298,"I didn't attend the parade, but I'm sure that all 400-500 people there did not drive gas-guzzling Hummers to or in the parade.",0
2299,"Opinion | On Joe Rogan and Spotify, Roxane Gay Takes a Stand",0
2300,"Douglas, I am aware of what Cuba and some others claim about their healthcare system.",0
2301,That surplus of a few million dollars evaporated when California refused to pay for power sold South during the Made At Enron Artificial Power Shortage.,0
2302,Rejected Mail Ballots Are Showing Racial Disparities,0
2303,Cottagecore is the pastoral fantasy aesthetic taking over TikTok,0
2304,"The Trump merely asks of us: ""Who cares about all those parks and monuments, when someone else could become even richer by taking the oil, coal or minerals from underneath 'em?""",1
2305,"Here's what I think the plan is: 

Buy a handful of :interim"" F-18s.",0
2306,"Amendments won't protect trans students | Magnet | Eden, NSW",0
2307,"Right on, Durango, almost as financially beneficial as I have been these past 30 years ignoring such advice.",0
2308,Perhaps it mistook a wolverine for a meal.,0
2309,u can polish turd all day but at the end of the day it is still turd,1
2310,Controversial Topics in Gay Christian Livin' | Eve Tushnet,0
2311,Not much.,0
2312,‘Who Else Is Spying on Me?’ Muslim Americans Bring the Fight Against Surveillance to the Supreme Court,0
2313,> Baseless accusations have been flung by all camps.,0
2314,The evolution of the word 'bisexual' — and why it's still misunderstood,0
2315,"For what it's worth, Will publicly left the republican party after Trump was nominated.",0
2316,Opinion | Muslims Should Disarm Islamophobia With Kindness,0
2317,Sensitive breast: Possible causes and when to see a doctor,0
2318,Leslie Jordan Thought Max Greenfield 'Might Be Gay' When They Met,0
2319,En video: La policía de Minneapolis mata a joven negro en su casa. La madre dice que lo ejecutaron | Noticias,0
2320,No way.,0
2321,"The BC Liberals are in for a name change.""",0
2322,Why doesn't Canada ban exports of Canadian softwood lumber to the U.S.A. and find other countries for Canadian softwood lumber?,0
2323,He sold his soul for a mess of Knight of Columbus pottage.,0
2324,‘He Never Stated Regret Until He Was Forced To’: Joe Rogan’s Apologizes for Using the N-word After India Aire and Others Call Him Out,0
2325,Celebrate 29 Days of Black Queer Excellence | News,0
2326,Since there is no problem there is no worry.,0
2327,Saunders' weekly oeuvre provides ongoing proof that corporate media is an enemy of the people.,0
2328,Didn't the Federal Government just say it was to eliminate names on applications for the Federal service in order to eliminate bias towards any group?,0
2329,"""Boots is right""?",0
2330,'Historic': White House pitches Build Back Better's help for Latino families,0
2331,"Lil Baby, Lil Durk & Meek Mill – Still Runnin Lyrics",0
2332,A Gay Man Burned a Bible in Protest at a Tennessee Book Burning,1
2333,"Yeah, looks like one ""pua make"" though.",0
2334,Freddie Gibbs Compares Jeezy to Tupac Shakur and People Are Confused,0
2335,"PPCLI from Edmonton troops secured the town of High River, trying to prevent looting etc.",0
2336,"With over a month until the legislative elections, a lot of dirty laundry can be aired and votes can swing.",0
2337,NBA Star Kevin Durant's Homophobic Rant at Michael Rapaport Revealed,0
2338,Capitol Update: Rep. Susan Ruiz calls for more Spanish language interpreters in Kansas hospitals,0
2339,"""What could she possibly know about what it is like to work?""",0
2340,Excellent!,0
2341,Ringo Starr Drops Legal Battle Against 'RingO' Penis Rings,1
2342,The G&M sticks its nose bizarrely into federal and provincial politics and then has the audacity to request a government corporate welfare handout to assist it in doing so.,0
2343,Trump names the first openly gay person to a cabinet-level position | TheHill,0
2344,Negro Leagues players up for Hall review,0
2345,"I think Chelsea is a good reporter, but then again I think the curreant anti-media crusade is juvenile at best.",0
2346,Rune Factory 5 Preview: Live Your Comfy Gay Farming Fantasy,0
2347,"Stormzy hits out at ""crackhead c**t"" Wiley on new diss track 'Disappointed'",1
2348,What is the US doing in Somalia?,0
2349,Yes vote Liberal so they can continue selling out BC to foreign interests and real estate speculators like Bud Tugley can continue to prosper.,0
2350,Mr. Trudeau has vowed action on many things before.,0
2351,Greater budget allocation for high-emission sectors: Environmental experts,0
2352,"Amazing how it seems that NOT ONE Hawaiian candidate is qualified to run the schools in Hawaii......yet one from the crime & murder ridden corrupt city of Baltimore, 3000 miles and a world away....is.",0
2353,"One of life’s cardinal rules- It’s not WHAT you know, but WHO you know.",0
2354,Young LGBT+ people afraid to report sexual assault because of prejudice,1
2355,">>>If the older son went home on an earlier flight because there was extra room on that flight, then the ticket he used was the paid ticket.",0
2356,"We're not doing well and, all spin aside, that's the sad truth.",0
2357,The Town That QAnon Nearly Swallowed,0
2358,'Why Does India Fear a Caste Census?': Answers From a Conference,0
2359,Jen Winston: How The 'Greedy' Bisexual Is Reimagining The World,0
2360,Colton Underwood Says a Blackmail Threat Prompted His Coming Out,0
2361,Cool Papa Bell,0
2362,"Sadly, all lives don't matter in this country.",0
2363,Excellent article.,0
2364,Prince George's County judge orders controversial redistricting map to be scrapped,0
2365,Explainer: What does India's new citizenship law mean?,0
2366,Megan Thee Stallion’s NPR Performance Sparks N-Word Debate,0
2367,What do Muslims believe and do? Understanding the 5 pillars of Islam,0
2368,We can only afford rail to Middle St.,0
2369,Report: Hispanics And Latinos Are Underrepresented In Hit Movies,0
2370,‘Toni Stone’ celebrates Negro League baseball hero that time nearly forgot,0
2371,"Funny how HRC's husband and his sexual escapades with interns is never brought up, but when his wife loses suddenly misogyny alarm is finally activated.",0
2372,LGBT History Month: Disabled queer people are being erased,1
2373,"Muslim woman sentenced for 14 years in China for teaching Islam, hiding Quran",0
2374,It is very likely the expansion of the Cascade-Siskiyou Monument was illegal when then President Obama signed the executive order.,0
2375,"Savage Love: I'm a bi-sexual, married woman who wants to learn how to get off on straight sex",1
2376,Don't get too far up the Donville express way too often eh.,0
2377,"George, you say I ""dismiss, marginalize, demean, shout down anyone who disagrees with [me]. """,1
2378,"Lot.16. Mealy Cock 20E19495 Sensational Duo of ""BEST KITTEL"" and ""KITTEL"" combined. KBDB Superstars!",0
2379,"Just like Jesus said, screw anyone that is down on hard times.",1
2380,"Ahhhh, thanks for the info!",0
2381,4 Tips for Talking to Your Latino Parents About Mental Health,0
2382,"Forget Football, It’s Monday Night Books!",0
2383,"Meet The ‘Lesbian Skip,’ An Essential Deltarune Speedrunning Strat",0
2384,"If you read the report, it states the court basically said talc causes cancer.",0
2385,"What is Henry doing with his spare time, or planning to do over the next 10 years.",0
2386,Harmless side effect from the COVID vaccine could prompt irregular breast scan,0
2387,POSIBL Launches HUMO: Cannabis Committed to The Latino Community,0
2388,"‘I’m no longer a lesbian,’ Amna Ilyas makes a shocking revelation",0
2389,Cover Stars Anthony Rapp and Wilson Cruz Are the 'Space Dads' We Need,0
